attendance_id,employee_id,attendance_date,status,check_in,check_out,overtime_hours,year,month,month_name,day_name
ATT010898,EMP00024,2025-05-27,Present,10:52:00,20:36:00,0.0,2025,5,May,Tuesday
ATT007013,EMP00024,2025-07-12,Present,10:01:00,17:36:00,0.0,2025,7,July,Saturday
ATT004528,EMP00024,2025-09-11,Present,10:22:00,20:09:00,0.9,2025,9,September,Thursday
ATT007289,EMP00024,2025-10-19,Present,08:49:00,17:08:00,0.0,2025,10,October,Sunday
ATT019773,EMP00024,2026-01-12,Present,08:29:00,19:55:00,0.0,2026,1,January,Monday
ATT029051,EMP00024,2026-01-18,Present,10:00:00,19:31:00,0.0,2026,1,January,Sunday
ATT003459,EMP00024,2026-02-05,Present,08:13:00,18:29:00,0.0,2026,2,February,Thursday
ATT006299,EMP00024,2026-02-27,Present,09:28:00,20:35:00,0.0,2026,2,February,Friday
ATT014600,EMP00024,2026-03-20,Present,08:56:00,19:24:00,0.0,2026,3,March,Friday
ATT004523,EMP00024,2026-06-30,Present,09:55:00,20:53:00,0.0,2026,6,June,Tuesday
ATT007723,EMP00025,2025-01-15,Present,10:54:00,17:42:00,2.4,2025,1,January,Wednesday
ATT034696,EMP00025,2025-03-01,Work From Home,08:29:00,18:48:00,0.0,2025,3,March,Saturday
ATT033745,EMP00025,2025-03-28,On Leave,,,0.0,2025,3,March,Friday
ATT030937,EMP00025,2025-08-12,Present,08:38:00,20:13:00,0.0,2025,8,August,Tuesday
ATT026557,EMP00025,2025-10-07,Present,08:32:00,18:15:00,0.0,2025,10,October,Tuesday
ATT028186,EMP00025,2025-12-30,Present,09:43:00,19:48:00,0.0,2025,12,December,Tuesday
ATT007440,EMP00025,2026-02-21,Half Day,08:28:00,20:53:00,0.0,2026,2,February,Saturday
ATT022595,EMP00025,2026-06-29,Work From Home,09:34:00,17:17:00,0.0,2026,6,June,Monday
ATT017044,EMP00026,2025-05-03,Absent,,,0.0,2025,5,May,Saturday
ATT036488,EMP00026,2025-05-13,Present,09:44:00,20:03:00,1.1,2025,5,May,Tuesday
ATT004432,EMP00026,2025-05-30,Present,10:13:00,20:46:00,0.0,2025,5,May,Friday
ATT022956,EMP00026,2025-06-20,Present,09:31:00,20:51:00,1.8,2025,6,June,Friday
ATT004790,EMP00026,2025-08-02,Half Day,09:35:00,18:27:00,0.0,2025,8,August,Saturday
ATT015704,EMP00026,2025-09-14,Present,10:42:00,19:07:00,0.0,2025,9,September,Sunday
ATT031493,EMP00026,2025-10-13,Present,09:07:00,17:20:00,0.0,2025,10,October,Monday
ATT040948,EMP00026,2025-11-21,Present,08:51:00,20:47:00,0.0,2025,11,November,Friday
ATT016032,EMP00026,2025-12-15,Present,08:52:00,18:45:00,1.4,2025,12,December,Monday
ATT034665,EMP00026,2025-12-19,Present,09:56:00,17:05:00,0.5,2025,12,December,Friday
ATT012659,EMP00026,2025-12-24,Work From Home,09:55:00,17:53:00,0.0,2025,12,December,Wednesday
ATT005966,EMP00026,2026-01-09,On Leave,,,0.0,2026,1,January,Friday
ATT013134,EMP00026,2026-01-28,On Leave,,,0.0,2026,1,January,Wednesday
ATT004334,EMP00026,2026-04-01,Present,08:36:00,19:28:00,0.0,2026,4,April,Wednesday
ATT038624,EMP00026,2026-04-19,Present,09:56:00,20:59:00,0.0,2026,4,April,Sunday
ATT014241,EMP00027,2025-03-26,Present,09:30:00,20:24:00,0.0,2025,3,March,Wednesday
ATT026149,EMP00027,2025-05-27,Present,08:21:00,17:12:00,0.0,2025,5,May,Tuesday
ATT011073,EMP00027,2025-06-06,On Leave,,,0.0,2025,6,June,Friday
ATT005223,EMP00027,2025-08-10,Present,10:05:00,18:14:00,0.0,2025,8,August,Sunday
ATT040149,EMP00027,2025-09-25,On Leave,,,0.0,2025,9,September,Thursday
ATT011551,EMP00027,2026-01-27,Half Day,08:05:00,17:22:00,0.0,2026,1,January,Tuesday
ATT008584,EMP00027,2026-03-04,Present,10:18:00,20:50:00,0.0,2026,3,March,Wednesday
ATT010452,EMP00027,2026-03-06,Absent,,,0.0,2026,3,March,Friday
ATT010952,EMP00027,2026-04-03,Present,09:19:00,17:33:00,0.0,2026,4,April,Friday
ATT021149,EMP00027,2026-04-14,Present,08:23:00,19:04:00,4.0,2026,4,April,Tuesday
ATT034013,EMP00027,2026-05-08,Present,09:15:00,19:53:00,0.0,2026,5,May,Friday
ATT015474,EMP00027,2026-06-22,Present,09:49:00,19:09:00,0.0,2026,6,June,Monday
ATT014460,EMP00028,2025-01-31,Present,10:17:00,17:08:00,0.0,2025,1,January,Friday
ATT027554,EMP00028,2025-06-27,Present,09:06:00,18:02:00,2.3,2025,6,June,Friday
ATT007701,EMP00028,2025-07-16,Present,08:18:00,18:21:00,2.5,2025,7,July,Wednesday
ATT004681,EMP00028,2025-08-01,On Leave,,,0.0,2025,8,August,Friday
ATT007586,EMP00028,2025-08-03,Present,08:48:00,18:18:00,0.0,2025,8,August,Sunday
ATT033914,EMP00028,2025-08-18,Present,09:54:00,19:20:00,13.8,2025,8,August,Monday
ATT005168,EMP00028,2025-09-03,Present,09:38:00,18:32:00,0.0,2025,9,September,Wednesday
ATT014260,EMP00028,2025-10-01,Present,08:29:00,19:04:00,0.0,2025,10,October,Wednesday
ATT034126,EMP00028,2025-12-22,Present,08:56:00,18:53:00,2.0,2025,12,December,Monday
ATT008286,EMP00028,2026-03-10,Present,10:14:00,19:07:00,0.0,2026,3,March,Tuesday
ATT000123,EMP00028,2026-03-12,Present,08:42:00,17:21:00,0.0,2026,3,March,Thursday
ATT029438,EMP00028,2026-04-09,Work From Home,09:40:00,20:47:00,0.0,2026,4,April,Thursday
ATT019896,EMP00028,2026-06-19,Present,09:16:00,20:04:00,0.0,2026,6,June,Friday
ATT006050,EMP00028,2026-07-06,Absent,,,0.0,2026,7,July,Monday
ATT017507,EMP00029,2025-06-20,Work From Home,10:57:00,19:55:00,0.0,2025,6,June,Friday
ATT021390,EMP00029,2025-06-30,Present,09:12:00,20:45:00,0.0,2025,6,June,Monday
ATT001655,EMP00029,2025-08-15,Present,08:37:00,20:56:00,2.7,2025,8,August,Friday
ATT009525,EMP00029,2025-12-13,Present,10:01:00,20:17:00,2.7,2025,12,December,Saturday
ATT032539,EMP00029,2025-12-15,Present,08:31:00,19:35:00,0.0,2025,12,December,Monday
ATT035006,EMP00029,2026-01-21,Work From Home,08:44:00,19:58:00,0.0,2026,1,January,Wednesday
ATT037107,EMP00029,2026-02-15,Work From Home,09:07:00,18:02:00,0.0,2026,2,February,Sunday
ATT032935,EMP00029,2026-03-24,Present,09:38:00,19:55:00,0.0,2026,3,March,Tuesday
ATT017485,EMP00030,2025-02-13,Present,09:33:00,17:45:00,0.0,2025,2,February,Thursday
ATT039359,EMP00030,2025-02-17,On Leave,,,0.0,2025,2,February,Monday
ATT009011,EMP00030,2025-03-18,Present,10:52:00,17:27:00,0.0,2025,3,March,Tuesday
ATT028846,EMP00030,2025-05-09,Present,10:33:00,17:26:00,0.0,2025,5,May,Friday
ATT005003,EMP00030,2025-06-17,Work From Home,08:14:00,20:43:00,0.0,2025,6,June,Tuesday
ATT036452,EMP00030,2025-09-04,Present,10:40:00,18:38:00,0.0,2025,9,September,Thursday
ATT009806,EMP00030,2025-09-30,Present,08:10:00,20:55:00,0.0,2025,9,September,Tuesday
ATT028762,EMP00030,2025-12-20,Present,09:59:00,18:24:00,0.0,2025,12,December,Saturday
ATT018695,EMP00030,2026-05-05,Present,10:03:00,19:44:00,0.0,2026,5,May,Tuesday
ATT023534,EMP00031,2025-01-07,Present,09:18:00,18:10:00,2.3,2025,1,January,Tuesday
ATT041547,EMP00031,2025-01-14,Present,08:43:00,18:47:00,0.0,2025,1,January,Tuesday
ATT004075,EMP00031,2025-03-22,Present,08:59:00,18:36:00,0.0,2025,3,March,Saturday
ATT011599,EMP00031,2025-04-05,Present,08:10:00,17:43:00,0.0,2025,4,April,Saturday
ATT037357,EMP00031,2025-04-18,Present,08:25:00,20:05:00,0.0,2025,4,April,Friday
ATT022889,EMP00031,2025-04-26,Work From Home,08:40:00,17:21:00,9.0,2025,4,April,Saturday
ATT020793,EMP00031,2025-09-22,Present,09:40:00,17:53:00,0.0,2025,9,September,Monday
ATT031880,EMP00031,2026-02-27,Present,09:54:00,20:15:00,1.7,2026,2,February,Friday
ATT034390,EMP00031,2026-04-01,Present,08:58:00,19:13:00,1.1,2026,4,April,Wednesday
ATT034866,EMP00031,2026-05-20,Present,08:09:00,17:54:00,0.5,2026,5,May,Wednesday
ATT008587,EMP00031,2026-05-31,Present,08:05:00,20:47:00,0.0,2026,5,May,Sunday
ATT028566,EMP00031,2026-06-24,Present,10:33:00,17:22:00,0.0,2026,6,June,Wednesday
ATT018423,EMP00032,2025-01-11,Present,08:16:00,19:04:00,1.0,2025,1,January,Saturday
ATT036181,EMP00032,2025-03-16,Present,10:26:00,18:52:00,0.0,2025,3,March,Sunday
ATT022676,EMP00032,2025-03-27,Present,09:16:00,19:49:00,0.0,2025,3,March,Thursday
ATT034837,EMP00032,2025-05-07,Present,09:00:00,19:38:00,0.0,2025,5,May,Wednesday
ATT021436,EMP00032,2025-05-13,Present,10:17:00,19:23:00,0.0,2025,5,May,Tuesday
ATT010516,EMP00032,2025-05-26,Work From Home,09:53:00,20:33:00,0.0,2025,5,May,Monday
ATT037536,EMP00032,2025-06-04,Present,08:41:00,20:06:00,0.0,2025,6,June,Wednesday
ATT039083,EMP00032,2025-06-28,Present,08:51:00,18:26:00,0.0,2025,6,June,Saturday
ATT024044,EMP00032,2025-08-24,Work From Home,08:21:00,20:34:00,0.0,2025,8,August,Sunday
ATT035220,EMP00032,2025-11-09,Present,08:02:00,18:23:00,0.0,2025,11,November,Sunday
ATT018873,EMP00032,2025-12-16,Present,08:24:00,18:00:00,0.0,2025,12,December,Tuesday
ATT023626,EMP00032,2026-03-04,Present,09:01:00,19:29:00,0.0,2026,3,March,Wednesday
ATT032862,EMP00032,2026-03-19,Present,09:11:00,19:11:00,2.7,2026,3,March,Thursday
ATT022735,EMP00032,2026-04-27,Present,10:55:00,20:43:00,0.0,2026,4,April,Monday
ATT022344,EMP00032,2026-05-22,Present,09:11:00,17:13:00,0.0,2026,5,May,Friday
ATT028538,EMP00033,2025-07-07,Work From Home,09:45:00,19:22:00,0.0,2025,7,July,Monday
ATT006058,EMP00033,2025-07-11,Present,10:44:00,19:06:00,0.0,2025,7,July,Friday
ATT000189,EMP00033,2025-07-12,Present,08:53:00,18:14:00,0.0,2025,7,July,Saturday
ATT001782,EMP00033,2025-07-13,Present,09:15:00,18:48:00,0.0,2025,7,July,Sunday
ATT038238,EMP00033,2025-07-24,Present,09:43:00,18:32:00,0.0,2025,7,July,Thursday
ATT019552,EMP00033,2025-07-28,Absent,,,0.0,2025,7,July,Monday
ATT004602,EMP00033,2025-09-12,Work From Home,09:00:00,18:27:00,0.0,2025,9,September,Friday
ATT001239,EMP00033,2026-02-14,Half Day,09:22:00,17:48:00,0.0,2026,2,February,Saturday
ATT004100,EMP00033,2026-03-14,Present,08:16:00,20:05:00,0.0,2026,3,March,Saturday
ATT032904,EMP00033,2026-03-24,Present,08:52:00,20:47:00,0.0,2026,3,March,Tuesday
ATT034029,EMP00033,2026-03-27,On Leave,,,0.0,2026,3,March,Friday
ATT005620,EMP00033,2026-05-28,Present,09:54:00,19:30:00,0.0,2026,5,May,Thursday
ATT008259,EMP00034,2025-02-07,Present,09:26:00,18:11:00,0.0,2025,2,February,Friday
ATT026367,EMP00034,2025-03-14,Present,08:00:00,18:57:00,0.0,2025,3,March,Friday
ATT018271,EMP00034,2025-03-25,Present,08:02:00,19:02:00,0.0,2025,3,March,Tuesday
ATT010255,EMP00034,2025-03-30,Present,09:24:00,17:34:00,0.6,2025,3,March,Sunday
ATT022517,EMP00034,2025-04-08,Present,10:04:00,18:00:00,0.0,2025,4,April,Tuesday
ATT020725,EMP00034,2025-04-10,Present,10:45:00,19:14:00,0.0,2025,4,April,Thursday
ATT001066,EMP00034,2025-08-01,Half Day,09:49:00,20:20:00,0.0,2025,8,August,Friday
ATT023238,EMP00034,2025-10-25,Present,10:28:00,20:38:00,1.0,2025,10,October,Saturday
ATT001869,EMP00034,2025-10-30,Present,08:53:00,20:44:00,0.0,2025,10,October,Thursday
ATT033971,EMP00034,2026-03-29,Present,09:43:00,19:27:00,2.0,2026,3,March,Sunday
ATT039095,EMP00034,2026-04-16,Work From Home,08:47:00,19:13:00,0.0,2026,4,April,Thursday
ATT027138,EMP00034,2026-05-03,Present,10:33:00,19:17:00,0.0,2026,5,May,Sunday
ATT032204,EMP00034,2026-05-17,Present,08:07:00,17:49:00,0.0,2026,5,May,Sunday
ATT036042,EMP00035,2025-01-30,Present,09:00:00,19:26:00,0.0,2025,1,January,Thursday
ATT005158,EMP00035,2025-02-18,Present,08:01:00,18:50:00,0.0,2025,2,February,Tuesday
ATT024428,EMP00035,2025-09-12,Present,09:55:00,19:47:00,3.2,2025,9,September,Friday
ATT038207,EMP00035,2025-10-30,Half Day,09:27:00,19:31:00,0.0,2025,10,October,Thursday
ATT023544,EMP00035,2025-11-30,Present,10:33:00,18:04:00,0.0,2025,11,November,Sunday
ATT002411,EMP00035,2026-07-04,On Leave,,,0.0,2026,7,July,Saturday
ATT035284,EMP00035,2026-07-09,Absent,,,0.0,2026,7,July,Thursday
ATT026079,EMP00036,2025-02-16,Present,10:46:00,19:31:00,0.0,2025,2,February,Sunday
ATT041785,EMP00036,2025-03-14,Work From Home,09:49:00,17:30:00,0.0,2025,3,March,Friday
ATT015888,EMP00036,2025-04-19,Present,10:15:00,18:53:00,2.4,2025,4,April,Saturday
ATT040496,EMP00036,2025-07-20,Present,08:38:00,17:38:00,3.0,2025,7,July,Sunday
ATT033423,EMP00036,2025-09-30,Present,10:04:00,18:50:00,0.0,2025,9,September,Tuesday
ATT013405,EMP00036,2026-02-15,Present,09:16:00,18:56:00,0.0,2026,2,February,Sunday
ATT014505,EMP00036,2026-07-17,Present,08:26:00,19:23:00,0.0,2026,7,July,Friday
ATT019631,EMP00037,2025-01-12,Work From Home,10:10:00,17:45:00,0.0,2025,1,January,Sunday
ATT005821,EMP00037,2025-02-13,Absent,,,0.0,2025,2,February,Thursday
ATT036002,EMP00037,2025-03-31,Present,08:33:00,20:26:00,0.0,2025,3,March,Monday
ATT007840,EMP00037,2025-06-15,Present,09:26:00,20:09:00,3.8,2025,6,June,Sunday
ATT018944,EMP00037,2025-07-11,Present,10:40:00,20:56:00,0.0,2025,7,July,Friday
ATT007567,EMP00037,2025-07-28,Present,09:00:00,17:38:00,0.0,2025,7,July,Monday
ATT001000,EMP00037,2025-09-02,Present,08:14:00,19:09:00,0.0,2025,9,September,Tuesday
ATT037001,EMP00037,2025-09-13,On Leave,,,0.0,2025,9,September,Saturday
ATT014864,EMP00037,2025-11-26,Present,09:23:00,19:14:00,0.0,2025,11,November,Wednesday
ATT027420,EMP00037,2025-12-12,Absent,,,0.0,2025,12,December,Friday
ATT013296,EMP00037,2026-01-16,Present,09:27:00,18:01:00,0.0,2026,1,January,Friday
ATT031227,EMP00038,2025-01-04,Present,09:54:00,17:19:00,3.3,2025,1,January,Saturday
ATT005180,EMP00038,2025-01-29,Present,08:28:00,20:55:00,0.0,2025,1,January,Wednesday
ATT041012,EMP00038,2025-05-19,Present,10:59:00,20:25:00,0.0,2025,5,May,Monday
ATT006984,EMP00038,2025-06-05,Present,10:19:00,17:12:00,0.0,2025,6,June,Thursday
ATT029680,EMP00038,2025-08-08,Present,08:53:00,19:14:00,0.0,2025,8,August,Friday
ATT037597,EMP00038,2025-08-12,Work From Home,08:06:00,18:11:00,0.0,2025,8,August,Tuesday
ATT028777,EMP00038,2025-09-26,Present,10:37:00,18:50:00,0.0,2025,9,September,Friday
ATT041537,EMP00038,2025-10-13,Present,09:17:00,18:02:00,2.5,2025,10,October,Monday
ATT001205,EMP00038,2025-10-31,On Leave,,,0.0,2025,10,October,Friday
ATT033668,EMP00038,2025-12-26,Present,10:21:00,17:34:00,3.2,2025,12,December,Friday
ATT021577,EMP00038,2026-04-30,Work From Home,08:37:00,19:57:00,0.0,2026,4,April,Thursday
ATT016101,EMP00038,2026-07-11,Present,08:41:00,18:25:00,0.7,2026,7,July,Saturday
ATT009412,EMP00039,2025-01-02,Present,09:45:00,18:32:00,0.0,2025,1,January,Thursday
ATT013255,EMP00039,2025-03-27,On Leave,,,0.0,2025,3,March,Thursday
ATT026646,EMP00039,2025-04-27,Present,09:33:00,17:12:00,0.0,2025,4,April,Sunday
ATT032923,EMP00039,2025-07-05,Present,08:51:00,20:35:00,0.0,2025,7,July,Saturday
ATT032978,EMP00039,2025-07-13,Present,10:19:00,17:32:00,0.0,2025,7,July,Sunday
ATT019093,EMP00039,2025-07-25,Present,08:39:00,18:33:00,3.0,2025,7,July,Friday
ATT008169,EMP00039,2025-09-13,Present,10:13:00,17:38:00,0.0,2025,9,September,Saturday
ATT001197,EMP00039,2025-11-17,On Leave,,,0.0,2025,11,November,Monday
ATT025899,EMP00039,2025-12-17,Present,08:41:00,17:39:00,0.0,2025,12,December,Wednesday
ATT025190,EMP00039,2026-01-21,Present,10:51:00,20:24:00,0.0,2026,1,January,Wednesday
ATT000666,EMP00039,2026-02-12,Work From Home,10:01:00,20:19:00,0.0,2026,2,February,Thursday
ATT035613,EMP00039,2026-03-12,Work From Home,10:05:00,17:25:00,0.0,2026,3,March,Thursday
ATT021668,EMP00039,2026-05-06,Present,09:43:00,17:17:00,2.6,2026,5,May,Wednesday
ATT012211,EMP00039,2026-05-11,Work From Home,09:48:00,18:50:00,0.0,2026,5,May,Monday
ATT001877,EMP00039,2026-05-18,Present,08:45:00,19:56:00,0.0,2026,5,May,Monday
ATT040602,EMP00039,2026-07-02,Present,08:57:00,19:04:00,0.0,2026,7,July,Thursday
ATT011967,EMP00040,2025-04-16,Present,09:45:00,19:58:00,0.0,2025,4,April,Wednesday
ATT017804,EMP00040,2025-06-01,Present,08:02:00,19:25:00,0.0,2025,6,June,Sunday
ATT042000,EMP00040,2025-06-11,Present,09:13:00,20:20:00,0.0,2025,6,June,Wednesday
ATT009838,EMP00040,2025-08-23,Work From Home,09:55:00,20:56:00,0.0,2025,8,August,Saturday
ATT040318,EMP00040,2025-10-16,Present,10:41:00,20:59:00,1.2,2025,10,October,Thursday
ATT040531,EMP00040,2025-10-26,Present,09:04:00,20:34:00,0.0,2025,10,October,Sunday
ATT030695,EMP00040,2026-02-03,Work From Home,09:17:00,19:48:00,0.0,2026,2,February,Tuesday
ATT006645,EMP00040,2026-06-05,Work From Home,10:27:00,18:52:00,0.0,2026,6,June,Friday
ATT030360,EMP00040,2026-07-01,Present,09:06:00,19:01:00,2.2,2026,7,July,Wednesday
ATT003286,EMP00041,2025-01-12,Present,10:40:00,20:07:00,0.0,2025,1,January,Sunday
ATT040139,EMP00041,2025-02-05,Present,09:53:00,18:23:00,1.7,2025,2,February,Wednesday
ATT036056,EMP00041,2025-03-04,Present,10:54:00,17:17:00,0.0,2025,3,March,Tuesday
ATT033582,EMP00041,2025-04-21,Present,09:31:00,20:11:00,0.0,2025,4,April,Monday
ATT013474,EMP00041,2025-07-11,Present,08:45:00,17:41:00,0.0,2025,7,July,Friday
ATT032233,EMP00041,2025-08-10,Present,08:54:00,17:36:00,0.0,2025,8,August,Sunday
ATT039351,EMP00041,2025-08-14,Work From Home,09:07:00,20:01:00,0.0,2025,8,August,Thursday
ATT041372,EMP00041,2025-10-18,Work From Home,08:11:00,19:39:00,0.0,2025,10,October,Saturday
ATT031098,EMP00041,2025-12-25,Present,09:57:00,17:08:00,0.0,2025,12,December,Thursday
ATT037701,EMP00041,2026-02-10,Present,09:07:00,17:39:00,0.0,2026,2,February,Tuesday
ATT012393,EMP00041,2026-05-24,Half Day,10:12:00,20:38:00,0.0,2026,5,May,Sunday
ATT000920,EMP00041,2026-07-12,Present,09:26:00,17:46:00,0.0,2026,7,July,Sunday
ATT003888,EMP00042,2025-01-10,Present,10:39:00,17:31:00,0.0,2025,1,January,Friday
ATT004889,EMP00042,2025-01-20,Half Day,08:57:00,20:52:00,0.0,2025,1,January,Monday
ATT011522,EMP00042,2025-03-10,Present,09:57:00,17:47:00,0.0,2025,3,March,Monday
ATT006707,EMP00042,2025-05-12,Present,08:06:00,19:09:00,0.0,2025,5,May,Monday
ATT035132,EMP00042,2025-06-12,Present,08:02:00,19:31:00,0.0,2025,6,June,Thursday
ATT013209,EMP00042,2025-06-21,Work From Home,09:44:00,20:48:00,0.0,2025,6,June,Saturday
ATT005378,EMP00042,2025-08-12,Present,09:15:00,17:44:00,0.0,2025,8,August,Tuesday
ATT022750,EMP00042,2025-10-20,Present,09:11:00,18:53:00,0.0,2025,10,October,Monday
ATT036247,EMP00042,2026-01-02,Work From Home,08:55:00,18:48:00,0.0,2026,1,January,Friday
ATT032111,EMP00042,2026-03-11,Present,10:22:00,18:35:00,0.0,2026,3,March,Wednesday
ATT026895,EMP00042,2026-03-13,Present,10:34:00,17:50:00,0.0,2026,3,March,Friday
ATT004653,EMP00042,2026-05-05,Present,09:30:00,19:51:00,0.0,2026,5,May,Tuesday
ATT029921,EMP00042,2026-06-18,Present,08:52:00,18:37:00,0.0,2026,6,June,Thursday
ATT030927,EMP00042,2026-07-12,Present,10:48:00,17:46:00,0.0,2026,7,July,Sunday
ATT039609,EMP00043,2025-02-21,Present,09:44:00,17:43:00,0.0,2025,2,February,Friday
ATT006932,EMP00043,2025-03-10,Present,08:10:00,17:36:00,0.0,2025,3,March,Monday
ATT017174,EMP00043,2025-07-20,Present,08:12:00,19:12:00,0.0,2025,7,July,Sunday
ATT032274,EMP00043,2025-10-02,Present,08:06:00,18:08:00,0.0,2025,10,October,Thursday
ATT040552,EMP00043,2025-11-04,Present,09:18:00,17:23:00,0.9,2025,11,November,Tuesday
ATT015510,EMP00043,2026-01-12,Present,10:43:00,17:53:00,0.0,2026,1,January,Monday
ATT003789,EMP00043,2026-03-27,Present,08:53:00,17:49:00,0.0,2026,3,March,Friday
ATT038642,EMP00043,2026-04-11,Present,08:24:00,17:07:00,0.0,2026,4,April,Saturday
ATT033679,EMP00043,2026-05-14,Absent,,,0.0,2026,5,May,Thursday
ATT031463,EMP00043,2026-06-19,Present,08:16:00,19:09:00,0.0,2026,6,June,Friday
ATT039833,EMP00043,2026-07-09,Absent,,,0.0,2026,7,July,Thursday
ATT021837,EMP00044,2025-06-04,Present,10:30:00,18:23:00,0.0,2025,6,June,Wednesday
ATT010932,EMP00044,2025-10-16,Present,08:13:00,19:46:00,0.0,2025,10,October,Thursday
ATT031430,EMP00044,2026-03-15,Work From Home,09:08:00,17:23:00,0.0,2026,3,March,Sunday
ATT012411,EMP00045,2025-03-14,Present,09:06:00,20:58:00,0.0,2025,3,March,Friday
ATT025672,EMP00045,2025-03-31,Half Day,10:21:00,18:17:00,0.0,2025,3,March,Monday
ATT017626,EMP00045,2025-06-05,Present,09:20:00,20:23:00,0.0,2025,6,June,Thursday
ATT027718,EMP00045,2025-06-07,Absent,,,0.0,2025,6,June,Saturday
ATT006870,EMP00045,2025-06-20,Work From Home,09:33:00,19:47:00,0.0,2025,6,June,Friday
ATT030853,EMP00045,2025-06-21,Present,09:40:00,17:31:00,0.0,2025,6,June,Saturday
ATT011532,EMP00045,2025-09-16,Present,08:56:00,20:33:00,0.0,2025,9,September,Tuesday
ATT019420,EMP00045,2025-10-14,Present,08:15:00,18:11:00,0.0,2025,10,October,Tuesday
ATT039635,EMP00045,2026-01-04,Present,10:39:00,18:07:00,0.5,2026,1,January,Sunday
ATT028555,EMP00045,2026-01-05,Work From Home,09:41:00,19:06:00,0.0,2026,1,January,Monday
ATT014662,EMP00045,2026-01-28,On Leave,,,0.0,2026,1,January,Wednesday
ATT025450,EMP00045,2026-06-09,Present,09:23:00,20:43:00,0.5,2026,6,June,Tuesday
ATT012362,EMP00045,2026-06-22,Work From Home,08:04:00,18:06:00,0.0,2026,6,June,Monday
ATT009587,EMP00045,2026-06-23,Present,10:09:00,20:06:00,0.0,2026,6,June,Tuesday
ATT008606,EMP00046,2025-01-20,Present,10:25:00,17:06:00,0.0,2025,1,January,Monday
ATT002197,EMP00046,2025-02-01,Present,10:11:00,18:21:00,0.0,2025,2,February,Saturday
ATT007824,EMP00046,2025-03-06,Present,09:07:00,17:38:00,0.0,2025,3,March,Thursday
ATT000119,EMP00046,2025-04-05,Present,08:34:00,20:55:00,3.1,2025,4,April,Saturday
ATT041276,EMP00046,2025-04-12,Present,10:48:00,18:22:00,0.0,2025,4,April,Saturday
ATT016941,EMP00046,2025-04-18,Present,09:06:00,18:49:00,0.0,2025,4,April,Friday
ATT010745,EMP00046,2025-06-25,Present,10:03:00,20:10:00,0.0,2025,6,June,Wednesday
ATT037120,EMP00046,2025-06-30,Present,08:57:00,19:32:00,0.0,2025,6,June,Monday
ATT010484,EMP00046,2025-09-05,Half Day,10:59:00,17:09:00,0.0,2025,9,September,Friday
ATT023777,EMP00046,2025-11-02,Present,09:21:00,19:29:00,0.0,2025,11,November,Sunday
ATT018403,EMP00046,2025-11-09,Present,09:11:00,17:58:00,0.0,2025,11,November,Sunday
ATT003602,EMP00046,2025-11-14,Present,10:34:00,18:58:00,0.0,2025,11,November,Friday
ATT035893,EMP00046,2025-12-02,Present,08:24:00,19:00:00,0.0,2025,12,December,Tuesday
ATT009474,EMP00046,2026-01-12,Present,10:16:00,19:25:00,2.9,2026,1,January,Monday
ATT017006,EMP00046,2026-02-04,On Leave,,,0.0,2026,2,February,Wednesday
ATT001669,EMP00046,2026-02-24,Work From Home,10:06:00,18:22:00,0.0,2026,2,February,Tuesday
ATT038252,EMP00046,2026-03-01,Work From Home,09:03:00,18:07:00,0.0,2026,3,March,Sunday
ATT039407,EMP00046,2026-03-06,Work From Home,08:29:00,18:39:00,0.0,2026,3,March,Friday
ATT013566,EMP00046,2026-03-11,Present,10:56:00,19:01:00,0.0,2026,3,March,Wednesday
ATT025614,EMP00046,2026-03-13,On Leave,,,0.0,2026,3,March,Friday
ATT035382,EMP00047,2025-02-10,Work From Home,08:57:00,17:38:00,0.0,2025,2,February,Monday
ATT012989,EMP00047,2025-04-12,Absent,,,0.0,2025,4,April,Saturday
ATT013389,EMP00047,2025-05-12,Present,08:59:00,20:03:00,0.0,2025,5,May,Monday
