leave_id,employee_id,leave_type,start_date,end_date,days_taken,status
LV00358,EMP01102,Casual Leave,2026-06-26,2026-07-01,5,Rejected
LV00359,EMP01026,Paternity Leave,2025-09-09,2025-09-17,8,Rejected
LV00360,EMP01519,Unpaid Leave,2025-06-15,2025-06-24,9,Approved
LV00361,EMP00056,Paternity Leave,2025-07-08,2025-07-12,4,Rejected
LV00362,EMP01408,Unpaid Leave,2026-07-07,2026-07-14,7,Approved
LV00363,EMP02967,Earned Leave,2026-03-05,2026-03-12,7,Approved
LV00364,EMP02552,Sick Leave,2025-01-12,2025-01-14,2,Rejected
LV00365,EMP02745,Maternity Leave,2025-05-28,2025-06-04,7,Rejected
LV00366,EMP01148,Sick Leave,2025-08-04,2025-08-07,3,Pending
LV00367,EMP00639,Unpaid Leave,2025-04-04,2025-04-06,2,Rejected
LV00368,EMP01954,Unpaid Leave,2025-04-23,2025-04-30,7,Rejected
LV00369,EMP00316,Unpaid Leave,2025-03-26,2025-03-27,1,Approved
LV00370,EMP01641,Unpaid Leave,2026-01-25,2026-01-29,4,Pending
LV00371,EMP01892,Maternity Leave,2026-02-25,2026-03-01,4,Rejected
LV00372,EMP00246,Earned Leave,2026-02-05,2026-02-12,7,Approved
LV00373,EMP03003,Casual Leave,2025-09-26,2025-10-03,7,Rejected
LV00374,EMP01128,Casual Leave,2025-12-10,2025-12-19,9,Approved
LV00375,EMP01788,Maternity Leave,2025-01-02,2025-01-03,1,Approved
LV00376,EMP02319,Casual Leave,2025-02-11,2025-02-20,9,Pending
LV00377,EMP00024,Unpaid Leave,2026-04-04,2026-04-06,2,Rejected
LV00378,EMP91381,Unpaid Leave,2025-10-28,2025-11-01,4,Pending
LV00379,EMP02804,Earned Leave,2025-07-20,2025-07-24,4,Rejected
LV00380,EMP01835,Paternity Leave,2025-06-08,2025-06-16,8,Pending
LV00381,EMP00835,Sick Leave,2026-01-27,2026-02-01,5,Approved
LV00382,EMP00177,Maternity Leave,2025-09-09,2025-09-19,10,Approved
LV00383,EMP02183,Earned Leave,2025-09-19,2025-09-21,2,Pending
LV00384,EMP00290,Paternity Leave,2025-07-23,2025-07-25,2,Pending
LV00385,EMP02314,Unpaid Leave,2025-07-01,2025-07-04,3,Rejected
LV00386,EMP01361,Earned Leave,2025-12-03,2025-12-12,9,Rejected
LV00387,EMP01709,Paternity Leave,2025-01-26,2025-01-30,4,Rejected
LV00388,EMP00711,Unpaid Leave,2025-07-11,2025-07-15,4,Approved
LV00389,EMP00984,Sick Leave,2026-07-03,2026-07-10,7,Approved
LV00390,EMP02939,Sick Leave,2025-11-18,2025-11-20,2,Pending
LV00391,EMP01208,Paternity Leave,2026-05-04,2026-05-12,8,Rejected
LV00392,EMP02097,Casual Leave,2025-05-12,2025-05-16,4,Pending
LV00393,EMP02650,Sick Leave,2025-12-16,2025-12-24,8,Pending
LV00394,EMP00888,Maternity Leave,2025-10-26,2025-10-30,4,Pending
LV00395,EMP03030,Earned Leave,2025-03-22,2025-03-25,3,Approved
LV00396,EMP00300,Paternity Leave,2026-03-05,2026-03-08,3,Approved
LV00397,EMP00317,Paternity Leave,2025-09-02,2025-09-12,10,Pending
LV00398,EMP00337,Paternity Leave,2025-06-24,2025-06-26,2,Rejected
LV00399,EMP01764,Earned Leave,2026-04-26,2026-05-05,9,Approved
LV00400,EMP03060,Earned Leave,2026-04-30,2026-05-09,9,Approved
LV00401,EMP02804,Casual Leave,2025-02-21,2025-02-28,7,Pending
LV00402,EMP00705,Maternity Leave,2025-09-17,2025-09-22,5,Pending
LV00403,EMP00147,Paternity Leave,2025-07-13,2025-07-20,7,Pending
LV00404,EMP01051,Casual Leave,2025-01-16,2025-01-20,4,Rejected
LV00405,EMP00366,Maternity Leave,2026-06-04,2026-06-13,9,Rejected
LV00406,EMP01879,Unpaid Leave,2025-09-04,2025-09-07,3,Pending
LV00407,EMP02192,Earned Leave,2025-09-23,2025-09-26,3,Approved
LV00408,EMP00341,Paternity Leave,2025-03-31,2025-04-01,1,Approved
LV00409,EMP01026,Maternity Leave,2026-05-15,2026-05-25,10,Rejected
LV00410,EMP01980,Sick Leave,2025-08-24,2025-09-01,8,Rejected
LV00411,EMP01209,Sick Leave,2026-06-24,2026-06-26,2,Pending
LV00412,EMP02385,Paternity Leave,2025-07-22,2025-07-29,7,Pending
LV00413,EMP00479,Unpaid Leave,2026-01-21,2026-01-22,1,Pending
LV00414,EMP03125,Maternity Leave,2025-09-27,2025-09-28,1,Rejected
LV00415,EMP02696,Casual Leave,2025-04-27,2025-05-03,6,Pending
LV00416,EMP01689,Paternity Leave,2026-03-08,2026-03-16,8,Rejected
LV00417,EMP02659,Unpaid Leave,2025-09-22,2025-09-24,2,Approved
LV00418,EMP00376,Casual Leave,2025-11-10,2025-11-13,3,Pending
LV00419,EMP01349,Casual Leave,2026-01-18,2026-01-21,3,Approved
LV00420,EMP01766,Maternity Leave,2025-09-28,2025-10-03,5,Approved
LV00421,EMP02920,Earned Leave,2025-06-19,2025-06-21,2,Pending
LV00422,EMP01202,Casual Leave,2026-06-23,2026-06-26,3,Approved
LV00423,EMP00355,Unpaid Leave,2025-07-06,2025-07-10,4,Approved
LV00424,EMP02989,Unpaid Leave,2026-01-22,2026-01-28,6,Approved
LV00425,EMP00795,Paternity Leave,2025-02-02,2025-02-07,5,Pending
LV00426,EMP01013,Maternity Leave,2025-01-18,2025-01-22,4,Rejected
LV00427,EMP00083,Sick Leave,2025-06-14,2025-06-20,6,Rejected
LV00428,EMP02304,Paternity Leave,2025-08-28,2025-09-05,8,Pending
LV00429,EMP01956,Unpaid Leave,2025-03-22,2025-03-24,2,Pending
LV00430,EMP00486,Sick Leave,2025-09-30,2025-10-07,7,Approved
LV00431,EMP01631,Paternity Leave,2025-11-11,2025-11-19,8,Approved
LV00432,EMP00837,Earned Leave,2025-07-25,2025-07-30,5,Approved
LV00433,EMP02176,Sick Leave,2026-02-25,2026-03-02,5,Approved
LV00434,EMP00095,Maternity Leave,2026-06-22,2026-06-28,6,Approved
LV00435,EMP01023,Paternity Leave,2025-10-31,2025-11-01,1,Approved
LV00436,EMP02185,Sick Leave,2026-01-15,2026-01-20,5,Pending
LV00437,EMP00501,Unpaid Leave,2025-04-11,2025-04-14,3,Approved
LV00438,EMP01378,Paternity Leave,2025-10-21,2025-10-27,6,Rejected
LV00439,EMP03191,Sick Leave,2026-01-27,2026-02-01,5,Pending
LV00440,EMP01880,Sick Leave,2025-09-27,2025-09-29,2,Pending
LV00441,EMP01756,Paternity Leave,2026-01-28,2026-02-02,5,Rejected
LV00442,EMP00600,Earned Leave,2025-02-14,2025-02-20,6,Rejected
LV00443,EMP01253,Unpaid Leave,2025-06-27,2025-07-07,10,Pending
LV00444,EMP00335,Earned Leave,2025-06-23,2025-06-25,2,Approved
LV00445,EMP03003,Casual Leave,2026-04-01,2026-04-09,8,Approved
LV00446,EMP00457,Earned Leave,2025-03-10,2025-03-11,1,Rejected
LV00447,EMP00590,Earned Leave,2025-04-02,2025-04-03,1,Pending
LV00448,EMP00315,Casual Leave,2025-07-01,2025-07-05,4,Approved
LV00449,EMP01192,Earned Leave,2026-02-28,2026-03-10,10,Rejected
LV00450,EMP02912,Earned Leave,2026-02-01,2026-02-09,8,Rejected
LV00451,EMP00713,Sick Leave,2026-03-17,2026-03-20,3,Approved
LV00452,EMP02820,Maternity Leave,2025-01-01,2025-01-03,2,Rejected
LV00453,EMP00360,Sick Leave,2026-07-01,2026-07-03,2,Pending
LV00454,EMP01585,Paternity Leave,2026-05-10,2026-05-17,7,Pending
LV00455,EMP02401,Unpaid Leave,2025-02-03,2025-02-09,6,Pending
LV00456,EMP02689,Earned Leave,2025-02-02,2025-02-10,8,Approved
LV00457,EMP00913,Unpaid Leave,2026-06-26,2026-07-02,6,Approved
LV00458,EMP01798,Casual Leave,2025-10-15,2025-10-20,5,Pending
LV00459,EMP02442,Earned Leave,2025-05-17,2025-05-25,8,Approved
LV00460,EMP01578,Earned Leave,2025-10-10,2025-10-14,4,Approved
LV00461,EMP00065,Paternity Leave,2025-09-30,2025-10-03,3,Rejected
LV00462,EMP02871,Paternity Leave,2025-10-19,2025-10-28,9,Approved
LV00463,EMP02180,Sick Leave,2025-01-27,2025-01-29,2,Rejected
LV00464,EMP00978,Unpaid Leave,2026-02-23,2026-02-27,4,Approved
LV00465,EMP02493,Paternity Leave,2026-06-17,2026-06-22,5,Rejected
LV00466,EMP00246,Unpaid Leave,2025-11-14,2025-11-19,5,Rejected
LV00467,EMP00681,Paternity Leave,2025-05-26,2025-06-02,7,Pending
LV00468,EMP00140,Paternity Leave,2026-05-09,2026-05-16,7,Pending
LV00469,EMP01769,Maternity Leave,2025-03-10,2025-03-20,10,Pending
LV00470,EMP02567,Earned Leave,2026-03-29,2026-04-06,8,Rejected
LV00471,EMP02658,Casual Leave,2025-05-09,2025-05-19,10,Pending
LV00472,EMP00019,Paternity Leave,2026-04-30,2026-05-04,4,Rejected
LV00473,EMP00869,Maternity Leave,2025-04-26,2025-05-05,9,Pending
LV00474,EMP02683,Casual Leave,2026-01-31,2026-02-06,6,Rejected
LV00475,EMP96902,Unpaid Leave,2026-06-16,2026-06-20,4,Pending
LV00476,EMP01094,Maternity Leave,2025-06-11,2025-06-14,3,Pending
LV00477,EMP01563,Unpaid Leave,2025-11-24,2025-11-25,1,Pending
LV00478,EMP01286,Maternity Leave,2025-04-04,2025-04-10,6,Pending
LV00479,EMP00526,Casual Leave,2025-08-28,2025-09-04,7,Rejected
LV00480,EMP02608,Casual Leave,2026-06-27,2026-07-01,4,Approved
LV00481,EMP02588,Paternity Leave,2026-01-27,2026-02-05,9,Rejected
LV00482,EMP00554,Unpaid Leave,2026-01-17,2026-01-21,4,Pending
LV00483,EMP02312,Paternity Leave,2026-01-30,2026-02-03,4,Pending
LV00484,EMP00263,Unpaid Leave,2026-04-11,2026-04-17,6,Rejected
LV00485,EMP02137,Earned Leave,2025-10-13,2025-10-18,5,Rejected
LV00486,EMP01325,Paternity Leave,2025-02-19,2025-02-22,3,Approved
LV00487,EMP02316,Sick Leave,2025-01-02,2025-01-11,9,Rejected
LV00488,EMP01428,Sick Leave,2025-10-21,2025-10-25,4,Pending
LV00489,EMP02688,Casual Leave,2025-09-10,2025-09-13,3,Rejected
LV00490,EMP02665,Casual Leave,2025-02-17,2025-02-24,7,Rejected
LV00491,EMP00303,Maternity Leave,2025-12-13,2025-12-22,9,Rejected
LV00492,EMP01740,Casual Leave,2025-04-14,2025-04-16,2,Rejected
LV00493,EMP01799,Unpaid Leave,2025-07-06,2025-07-13,7,Rejected
LV00494,EMP02014,Paternity Leave,2026-07-12,2026-07-20,8,Pending
LV00495,EMP02021,Casual Leave,2025-01-19,2025-01-25,6,Approved
LV00496,EMP02909,Maternity Leave,2025-02-08,2025-02-11,3,Pending
LV00497,EMP02344,Maternity Leave,2025-12-14,2025-12-17,3,Approved
LV00498,EMP01920,Maternity Leave,2026-03-16,2026-03-26,10,Pending
LV00499,EMP02350,Unpaid Leave,2025-09-20,2025-09-23,3,Rejected
LV00500,EMP02596,Paternity Leave,2026-03-24,2026-04-03,10,Rejected
LV00501,EMP02655,Earned Leave,2026-05-22,2026-05-23,1,Rejected
LV00502,EMP02358,Unpaid Leave,2025-04-16,2025-04-23,7,Pending
LV00503,EMP00254,Unpaid Leave,2026-04-02,2026-04-10,8,Approved
LV00504,EMP02514,Paternity Leave,2025-06-15,2025-06-16,1,Rejected
LV00505,EMP02763,Casual Leave,2025-05-14,2025-05-17,3,Pending
LV00506,EMP01466,Casual Leave,2025-02-13,2025-02-21,8,Rejected
LV00507,EMP03153,Earned Leave,2025-07-19,2025-07-26,7,Rejected
LV00508,EMP01384,Earned Leave,2026-02-11,2026-02-15,4,Rejected
LV00509,EMP02394,Earned Leave,2026-05-31,2026-06-08,8,Rejected
LV00510,EMP02167,Casual Leave,2025-12-27,2026-01-05,9,Rejected
LV00511,EMP02223,Paternity Leave,2025-02-27,2025-03-04,5,Approved
LV00512,EMP01048,Unpaid Leave,2025-06-07,2025-06-16,9,Pending
LV00513,EMP01474,Unpaid Leave,2025-01-24,2025-01-31,7,Rejected
LV00514,EMP02087,Casual Leave,2025-07-19,2025-07-21,2,Pending
LV00515,EMP01304,Maternity Leave,2026-02-02,2026-02-08,6,Rejected
LV00516,EMP01415,Paternity Leave,2025-05-04,2025-05-05,1,Pending
LV00517,EMP02149,Unpaid Leave,2025-06-10,2025-06-19,9,Pending
LV00518,EMP02515,Sick Leave,2026-01-12,2026-01-15,3,Rejected
LV00519,EMP02246,Sick Leave,2025-12-11,2025-12-19,8,Pending
LV00520,EMP02091,Maternity Leave,2025-09-20,2025-09-24,4,Pending
LV00521,EMP00343,Paternity Leave,2025-03-22,2025-03-24,2,Rejected
LV00522,EMP01913,Maternity Leave,2026-05-28,2026-05-31,3,Pending
LV00523,EMP02693,Maternity Leave,2026-04-15,2026-04-25,10,Rejected
LV00524,EMP02812,Maternity Leave,2026-04-12,2026-04-18,6,Approved
LV00525,EMP00428,Sick Leave,2025-12-16,2025-12-18,2,Pending
LV00526,EMP00157,Unpaid Leave,2026-02-28,2026-03-01,1,Pending
LV00527,EMP01598,Paternity Leave,2025-04-02,2025-04-12,10,Pending
LV00528,EMP01180,Casual Leave,2025-05-11,2025-05-19,8,Pending
LV00529,EMP01578,Sick Leave,2026-06-12,2026-06-18,6,Pending
LV00530,EMP01508,Maternity Leave,2025-05-07,2025-05-15,8,Rejected
LV00531,EMP00057,Casual Leave,2025-04-25,2025-05-01,6,Rejected
LV00532,EMP00614,Maternity Leave,2025-11-23,2025-12-01,8,Rejected
LV00533,EMP01952,Maternity Leave,2026-05-29,2026-06-06,8,Rejected
LV00534,EMP02319,Casual Leave,2025-02-24,2025-03-04,8,Rejected
LV00535,EMP00136,Earned Leave,2026-06-22,2026-07-01,9,Approved
LV00536,EMP02834,Sick Leave,2025-01-11,2025-01-21,10,Pending
LV00537,EMP00154,Maternity Leave,2025-01-27,2025-02-03,7,Rejected
LV00538,EMP02593,Sick Leave,2025-04-14,2025-04-17,3,Approved
LV00539,EMP02719,Earned Leave,2026-01-20,2026-01-21,1,Pending
LV00540,EMP02780,Earned Leave,2025-05-29,2025-06-07,9,Rejected
LV00541,EMP02947,Paternity Leave,2025-12-09,2025-12-16,7,Pending
LV00542,EMP02224,Unpaid Leave,2025-07-17,2025-07-23,6,Rejected
LV00543,EMP02088,Paternity Leave,2025-03-28,2025-04-05,8,Pending
LV00544,EMP02817,Earned Leave,2025-03-18,2025-03-23,5,Rejected
LV00545,EMP02453,Earned Leave,2025-11-20,2025-11-23,3,Approved
LV00546,EMP01091,Paternity Leave,2026-03-18,2026-03-25,7,Rejected
LV00547,EMP01553,Paternity Leave,2026-01-03,2026-01-11,8,Pending
LV00548,EMP01766,Sick Leave,2026-05-19,2026-05-29,10,Pending
LV00549,EMP00932,Sick Leave,2025-03-31,2025-04-03,3,Rejected
LV00550,EMP00324,Maternity Leave,2025-06-03,2025-06-04,1,Approved
LV00551,EMP00208,Earned Leave,2026-06-21,2026-06-22,1,Pending
LV00552,EMP00894,Maternity Leave,2026-01-04,2026-01-05,1,Pending
LV00553,EMP02933,Earned Leave,2025-01-06,2025-01-14,8,Pending
LV00554,EMP00199,Sick Leave,2025-07-02,2025-07-06,4,Pending
LV00555,EMP01504,Unpaid Leave,2025-06-23,2025-07-02,9,Pending
LV00556,EMP01427,Unpaid Leave,2025-05-30,2025-06-03,4,Approved
LV00557,EMP00818,Unpaid Leave,2025-10-09,2025-10-18,9,Pending
LV00558,EMP02355,Earned Leave,2025-01-15,2025-01-17,2,Pending
LV00559,EMP01385,Unpaid Leave,2025-06-26,2025-07-02,6,Rejected
LV00560,EMP02445,Unpaid Leave,2026-02-27,2026-03-08,9,Approved
LV00561,EMP01346,Casual Leave,2025-04-06,2025-04-10,4,Approved
LV00562,EMP01308,Unpaid Leave,2025-01-11,2025-01-18,7,Rejected
LV00563,EMP00448,Sick Leave,2025-02-01,2025-02-06,5,Approved
LV00564,EMP01013,Casual Leave,2025-02-16,2025-02-17,1,Pending
LV00565,EMP02472,Earned Leave,2026-05-09,2026-05-15,6,Rejected
LV00566,EMP02961,Unpaid Leave,2025-04-07,2025-04-12,5,Pending
LV00567,EMP01098,Earned Leave,2026-06-18,2026-06-20,2,Approved
LV00568,EMP00527,Earned Leave,2025-05-12,2025-05-13,1,Approved
LV00569,EMP03149,Casual Leave,2025-05-24,2025-06-03,10,Approved
LV00570,EMP02318,Casual Leave,2025-02-01,2025-02-07,6,Pending
LV00571,EMP01096,Sick Leave,2025-01-03,2025-01-13,10,Approved
LV00572,EMP02496,Sick Leave,2025-01-17,2025-01-18,1,Pending
LV00573,EMP02346,Maternity Leave,2025-08-20,2025-08-21,1,Approved
LV00574,EMP02578,Earned Leave,2025-10-15,2025-10-19,4,Pending
LV00575,EMP03124,Earned Leave,2025-10-29,2025-11-05,7,Pending
LV00576,EMP02373,Maternity Leave,2025-03-03,2025-03-04,1,Pending
LV00577,EMP00174,Maternity Leave,2025-06-13,2025-06-17,4,Approved
LV00578,EMP00363,Paternity Leave,2025-07-11,2025-07-21,10,Pending
LV00579,EMP00652,Unpaid Leave,2026-02-16,2026-02-21,5,Pending
LV00580,EMP00436,Unpaid Leave,2025-06-20,2025-06-23,3,Approved
LV00581,EMP02841,Maternity Leave,2026-02-15,2026-02-17,2,Approved
LV00582,EMP03147,Maternity Leave,2025-07-24,2025-07-29,5,Pending
LV00583,EMP01265,Unpaid Leave,2026-06-27,2026-07-03,6,Approved
LV00584,EMP00992,Maternity Leave,2025-10-20,2025-10-29,9,Pending
LV00585,EMP02117,Maternity Leave,2026-02-20,2026-03-02,10,Approved
LV00586,EMP02532,Paternity Leave,2025-12-16,2025-12-21,5,Pending
LV00587,EMP02441,Earned Leave,2026-05-19,2026-05-26,7,Approved
LV00588,EMP01798,Earned Leave,2025-02-14,2025-02-16,2,Pending
LV00589,EMP02134,Unpaid Leave,2025-04-18,2025-04-27,9,Approved
LV00590,EMP01121,Sick Leave,2026-05-12,2026-05-18,6,Approved
LV00591,EMP01449,Maternity Leave,2025-01-12,2025-01-19,7,Rejected
LV00592,EMP00233,Maternity Leave,2026-02-01,2026-02-09,8,Approved
LV00593,EMP02500,Maternity Leave,2026-03-27,2026-04-04,8,Pending
LV00594,EMP01006,Casual Leave,2025-04-25,2025-05-02,7,Pending
LV00595,EMP01574,Maternity Leave,2025-08-08,2025-08-15,7,Rejected
LV00596,EMP00043,Maternity Leave,2025-01-26,2025-01-29,3,Rejected
LV00597,EMP00894,Sick Leave,2025-04-22,2025-04-26,4,Pending
LV00598,EMP00936,Unpaid Leave,2026-04-09,2026-04-11,2,Pending
LV00599,EMP03150,Paternity Leave,2025-12-27,2026-01-06,10,Pending
LV00600,EMP01580,Casual Leave,2026-04-11,2026-04-17,6,Approved
LV00601,EMP01172,Maternity Leave,2025-03-29,2025-04-02,4,Approved
LV00602,EMP00743,Casual Leave,2025-07-02,2025-07-04,2,Rejected
LV00603,EMP02114,Earned Leave,2026-01-16,2026-01-23,7,Rejected
LV00604,EMP03176,Sick Leave,2026-06-03,2026-06-10,7,Approved
LV00605,EMP00187,Earned Leave,2025-01-10,2025-01-16,6,Approved
LV00606,EMP02407,Sick Leave,2025-12-03,2025-12-11,8,Pending
LV00607,EMP02655,Unpaid Leave,2026-02-08,2026-02-18,10,Pending
LV00608,EMP01357,Maternity Leave,2025-09-02,2025-09-12,10,Rejected
LV00609,EMP00242,Unpaid Leave,2026-05-13,2026-05-14,1,Rejected
LV00610,EMP01265,Paternity Leave,2025-09-12,2025-09-14,2,Pending
LV00611,EMP03156,Casual Leave,2026-04-21,2026-04-30,9,Approved
LV00612,EMP00755,Casual Leave,2026-05-28,2026-06-02,5,Pending
LV00613,EMP02001,Paternity Leave,2026-02-13,2026-02-20,7,Approved
LV00614,EMP00271,Casual Leave,2025-06-29,2025-07-06,7,Rejected
LV00615,EMP00998,Unpaid Leave,2026-04-09,2026-04-14,5,Pending
LV00616,EMP00697,Sick Leave,2025-07-15,2025-07-22,7,Pending
LV00617,EMP02891,Casual Leave,2026-06-27,2026-07-03,6,Approved
LV00618,EMP01093,Casual Leave,2025-08-06,2025-08-14,8,Approved
LV00619,EMP01653,Paternity Leave,2026-01-07,2026-01-09,2,Rejected
LV00620,EMP00864,Unpaid Leave,2025-11-19,2025-11-23,4,Approved
LV00621,EMP01065,Paternity Leave,2025-12-10,2025-12-15,5,Approved
LV00622,EMP02216,Casual Leave,2025-04-23,2025-05-02,9,Rejected
LV00623,EMP03186,Casual Leave,2025-12-13,2025-12-22,9,Pending
LV00624,EMP01205,Sick Leave,2025-07-03,2025-07-07,4,Pending
LV00625,EMP00326,Maternity Leave,2025-10-07,2025-10-17,10,Approved
LV00626,EMP00047,Casual Leave,2026-02-27,2026-02-28,1,Rejected
LV00627,EMP01193,Paternity Leave,2025-06-02,2025-06-11,9,Approved
LV00628,EMP00034,Earned Leave,2025-05-23,2025-05-24,1,Rejected
LV00629,EMP01609,Paternity Leave,2026-03-18,2026-03-28,10,Approved
LV00630,EMP02626,Sick Leave,2025-12-25,2026-01-02,8,Rejected
LV00631,EMP00258,Casual Leave,2025-03-12,2025-03-16,4,Rejected
LV00632,EMP02188,Paternity Leave,2025-05-04,2025-05-08,4,Approved
LV00633,EMP00499,Unpaid Leave,2025-03-06,2025-03-08,2,Rejected
LV00634,EMP02362,Sick Leave,2025-09-01,2025-09-08,7,Pending
LV00635,EMP01372,Casual Leave,2025-01-12,2025-01-13,1,Pending
LV00636,EMP02968,Casual Leave,2025-12-07,2025-12-13,6,Approved
LV00637,EMP01401,Sick Leave,2025-08-26,2025-08-29,3,Pending
LV00638,EMP02068,Earned Leave,2026-06-22,2026-07-01,9,Pending
LV00639,EMP02991,Casual Leave,2026-02-09,2026-02-18,9,Approved
LV00640,EMP02234,Maternity Leave,2025-06-11,2025-06-18,7,Pending
LV00641,EMP00330,Unpaid Leave,2025-10-16,2025-10-26,10,Pending
LV00642,EMP02477,Unpaid Leave,2025-10-26,2025-10-31,5,Pending
LV00643,EMP01662,Maternity Leave,2025-12-10,2025-12-13,3,Approved
LV00644,EMP01242,Unpaid Leave,2025-06-15,2025-06-20,5,Rejected
LV00645,EMP00723,Casual Leave,2026-05-12,2026-05-22,10,Rejected
LV00646,EMP00411,Paternity Leave,2025-02-28,2025-03-01,1,Approved
LV00647,EMP02885,Sick Leave,2025-12-09,2025-12-14,5,Rejected
LV00648,EMP02455,Sick Leave,2026-02-16,2026-02-20,4,Pending
LV00649,EMP00172,Maternity Leave,2025-03-07,2025-03-16,9,Rejected
LV00650,EMP03126,Casual Leave,2025-04-16,2025-04-18,2,Rejected
LV00651,EMP03002,Earned Leave,2026-05-23,2026-05-25,2,Rejected
LV00652,EMP01665,Earned Leave,2025-09-02,2025-09-07,5,Rejected
LV00653,EMP00195,Casual Leave,2026-04-08,2026-04-16,8,Rejected
LV00654,EMP02647,Paternity Leave,2026-05-22,2026-05-23,1,Pending
LV00655,EMP00710,Paternity Leave,2026-03-16,2026-03-17,1,Pending
LV00656,EMP00542,Paternity Leave,2025-06-28,2025-07-02,4,Rejected
LV00657,EMP00333,Casual Leave,2025-01-31,2025-02-04,4,Pending
LV00658,EMP02917,Maternity Leave,2026-06-06,2026-06-07,1,Rejected
LV00659,EMP02569,Paternity Leave,2026-03-30,2026-04-02,3,Approved
LV00660,EMP02294,Earned Leave,2025-01-15,2025-01-18,3,Rejected
LV00661,EMP00347,Unpaid Leave,2025-06-11,2025-06-18,7,Pending
LV00662,EMP01098,Unpaid Leave,2026-05-24,2026-06-02,9,Rejected
LV00663,EMP01833,Unpaid Leave,2025-03-21,2025-03-23,2,Rejected
LV00664,EMP01563,Maternity Leave,2025-02-28,2025-03-07,7,Pending
LV00665,EMP00454,Maternity Leave,2025-12-29,2026-01-02,4,Approved
LV00666,EMP01954,Earned Leave,2026-07-14,2026-07-21,7,Pending
LV00667,EMP01523,Casual Leave,2025-04-22,2025-04-29,7,Rejected
LV00668,EMP02337,Paternity Leave,2025-10-12,2025-10-14,2,Approved
LV00669,EMP02237,Sick Leave,2025-11-06,2025-11-13,7,Approved
LV00670,EMP00778,Unpaid Leave,2025-03-09,2025-03-11,2,Rejected
LV00671,EMP00549,Paternity Leave,2026-01-05,2026-01-06,1,Rejected
LV00672,EMP00552,Earned Leave,2025-07-28,2025-08-05,8,Rejected
LV00673,EMP01860,Unpaid Leave,2025-02-02,2025-02-07,5,Pending
LV00674,EMP01110,Paternity Leave,2026-03-19,2026-03-29,10,Approved
LV00675,EMP00350,Sick Leave,2026-02-27,2026-03-05,6,Approved
LV00676,EMP03122,Earned Leave,2025-01-19,2025-01-27,8,Approved
LV00677,EMP01668,Sick Leave,2026-03-25,2026-04-04,10,Pending
LV00678,EMP03042,Maternity Leave,2026-07-08,2026-07-12,4,Approved
LV00679,EMP03039,Unpaid Leave,2025-12-18,2025-12-28,10,Approved
LV00680,EMP00320,Paternity Leave,2025-03-25,2025-03-31,6,Approved
LV00681,EMP02867,Earned Leave,2025-08-12,2025-08-19,7,Pending
LV00682,EMP00186,Unpaid Leave,2025-07-12,2025-07-13,1,Approved
LV00683,EMP02758,Unpaid Leave,2025-07-22,2025-07-28,6,Rejected
LV00684,EMP01019,Unpaid Leave,2025-03-05,2025-03-09,4,Approved
LV00685,EMP00874,Casual Leave,2026-04-29,2026-05-08,9,Pending
LV00686,EMP02745,Maternity Leave,2025-08-05,2025-08-06,1,Pending
LV00687,EMP01845,Earned Leave,2025-05-02,2025-05-07,5,Rejected
LV00688,EMP00347,Sick Leave,2025-05-20,2025-05-24,4,Approved
LV00689,EMP00570,Unpaid Leave,2025-01-18,2025-01-19,1,Approved
LV00690,EMP94593,Maternity Leave,2025-08-20,2025-08-21,1,Rejected
LV00691,EMP00314,Paternity Leave,2025-10-18,2025-10-19,1,Approved
LV00692,EMP01223,Earned Leave,2026-07-03,2026-07-06,3,Pending
LV00693,EMP00984,Sick Leave,2025-05-17,2025-05-20,3,Approved
LV00694,EMP01377,Casual Leave,2026-05-11,2026-05-19,8,Rejected
LV00695,EMP92959,Sick Leave,2025-12-25,2025-12-28,3,Approved
LV00696,EMP00812,Earned Leave,2025-09-13,2025-09-20,7,Approved
LV00697,EMP01206,Sick Leave,2026-05-19,2026-05-23,4,Pending
