review_id,employee_id,review_period,performance_rating,productivity_score,promotion_recommended,manager_comments_flag
PRF00474,EMP02059,2025-H2,2,94.3,No,No
PRF00475,EMP00170,2024-H1,3,93.0,No,No
PRF00476,EMP00293,2024-H2,4,41.9,Yes,No
PRF00477,EMP01993,2024-H2,3,63.3,No,Yes
PRF00478,EMP01722,2026-H1,3,88.0,No,No
PRF00479,EMP00567,2025-H1,,95.4,No,Yes
PRF00480,EMP00756,2025-H1,3,52.8,Yes,No
PRF00481,EMP01082,2025-H1,3,97.2,Yes,Yes
PRF00482,EMP03022,2024-H2,3,83.7,No,No
PRF00483,EMP01146,2024-H1,3,67.5,No,Yes
PRF00484,EMP00021,2026-H1,4,48.2,No,Yes
PRF00485,EMP03083,2025-H1,3,77.9,Yes,No
PRF00486,EMP02277,2025-H1,4,50.3,Yes,Yes
PRF00487,EMP00392,2025-H2,2,43.8,No,Yes
PRF00488,EMP01959,2026-H1,5,63.0,No,Yes
PRF00489,EMP01364,2025-H1,5,43.5,No,Yes
PRF00490,EMP00007,2026-H1,3,47.3,No,No
PRF00491,EMP00092,2024-H2,3,48.8,No,No
PRF00492,EMP01448,2026-H1,1,55.3,No,No
PRF00493,EMP01872,2026-H1,3,85.0,No,No
PRF00494,EMP00598,2024-H2,3,86.4,No,No
PRF00495,EMP02210,2025-H2,3,98.5,No,Yes
PRF00496,EMP02213,2025-H1,4,69.4,No,No
PRF00497,EMP01938,2026-H1,3,72.0,Yes,Yes
PRF00498,EMP01050,2025-H1,3,72.1,No,No
PRF00499,EMP01294,2024-H2,4,40.9,Yes,Yes
PRF00500,EMP01448,2025-H2,3,81.5,No,Yes
PRF00501,EMP02160,2026-H1,4,94.4,No,No
PRF00502,EMP00372,2024-H2,5,67.2,Yes,No
PRF00503,EMP02280,2024-H2,4,88.2,No,Yes
PRF00504,EMP02852,2026-H1,4,62.3,Yes,Yes
PRF00505,EMP02474,2024-H2,3,74.6,No,No
PRF00506,EMP01468,2024-H1,4,77.0,No,No
PRF00507,EMP01936,2026-H1,,78.5,No,Yes
PRF00508,EMP01252,2024-H2,3,70.6,No,No
PRF00509,EMP01463,2026-H1,3,52.0,No,No
PRF00510,EMP00919,2025-H2,3,81.1,No,No
PRF00511,EMP02988,2025-H1,4,89.4,No,Yes
PRF00512,EMP01936,2025-H1,5,72.7,No,Yes
PRF00513,EMP00816,2025-H2,4,99.0,No,No
PRF00514,EMP00728,2024-H1,3,46.6,No,Yes
PRF00515,EMP02016,2026-H1,5,68.5,No,Yes
PRF00516,EMP02701,2025-H2,2,84.6,No,Yes
PRF00517,EMP03063,2025-H2,4,46.2,No,No
PRF00518,EMP02568,2026-H1,3,90.8,No,No
PRF00519,EMP01724,2025-H1,4,89.3,No,No
PRF00520,EMP00898,2025-H1,5,62.2,No,No
PRF00521,EMP01509,2024-H1,2,41.9,Yes,No
PRF00522,EMP01747,2025-H2,,45.1,Yes,No
PRF00523,EMP02200,2026-H1,5,75.5,No,Yes
PRF00524,EMP02586,2025-H1,3,89.7,No,Yes
PRF00525,EMP02146,2025-H1,3,87.9,No,Yes
PRF00526,EMP02329,2025-H1,4,85.5,No,Yes
PRF00527,EMP00211,2024-H2,3,69.1,No,Yes
PRF00528,EMP00760,2024-H1,4,92.9,Yes,Yes
PRF00529,EMP01573,2025-H1,5,88.1,No,No
PRF00530,EMP00312,2025-H2,3,57.6,No,Yes
PRF00531,EMP00289,2024-H1,4,59.2,Yes,Yes
PRF00532,EMP00472,2026-H1,1,70.0,No,Yes
PRF00533,EMP02610,2026-H1,5,83.0,Yes,No
PRF00534,EMP00312,2025-H2,3,57.7,Yes,No
PRF00535,EMP02472,2024-H2,1,49.3,No,No
PRF00536,EMP00262,2025-H2,3,70.6,No,Yes
PRF00537,EMP01450,2026-H1,2,98.9,Yes,No
PRF00538,EMP03124,2025-H2,3,42.0,No,No
PRF00539,EMP00263,2025-H2,1,76.0,No,No
PRF00540,EMP00623,2025-H1,3,47.4,No,Yes
PRF00541,EMP01385,2024-H2,5,71.2,No,No
PRF00542,EMP02768,2025-H2,3,57.5,No,No
PRF00543,EMP00178,2024-H1,3,71.2,Yes,No
PRF00544,EMP02939,2024-H2,4,65.6,Yes,No
PRF00545,EMP01145,2026-H1,1,64.0,No,No
PRF00546,EMP02276,2026-H1,2,97.3,No,No
PRF00547,EMP02889,2026-H1,3,50.7,No,No
PRF00548,EMP00399,2025-H1,3,66.2,No,No
PRF00549,EMP00054,2025-H1,4,58.7,No,No
PRF00550,EMP02172,2025-H2,,74.0,No,Yes
PRF00551,EMP02488,2024-H1,3,73.9,No,No
PRF00552,EMP02689,2026-H1,5,77.5,Yes,No
PRF00553,EMP00425,2025-H2,2,96.2,No,No
PRF00554,EMP02729,2025-H2,3,70.6,Yes,Yes
PRF00555,EMP02251,2024-H2,1,44.1,No,Yes
PRF00556,EMP02220,2024-H1,4,55.7,Yes,No
PRF00557,EMP00185,2024-H2,,78.6,No,Yes
PRF00558,EMP02234,2024-H2,2,83.2,No,No
PRF00559,EMP00048,2025-H1,3,99.6,No,Yes
PRF00560,EMP00853,2024-H2,1,42.0,No,Yes
PRF00561,EMP01244,2024-H2,5,48.2,Yes,No
PRF00562,EMP01987,2026-H1,3,50.3,No,No
PRF00563,EMP00785,2024-H1,3,63.0,No,Yes
PRF00564,EMP02401,2025-H1,4,97.6,No,No
PRF00565,EMP00174,2024-H1,3,93.6,No,No
PRF00566,EMP01682,2025-H2,4,93.4,No,Yes
PRF00567,EMP01821,2026-H1,2,43.2,No,No
PRF00568,EMP00935,2025-H2,4,66.8,No,No
PRF00569,EMP00759,2024-H1,2,63.9,No,No
PRF00570,EMP01437,2024-H2,3,93.6,No,Yes
PRF00571,EMP01157,2026-H1,2,53.6,No,No
PRF00572,EMP02434,2024-H1,4,44.2,No,Yes
PRF00573,EMP02614,2025-H1,3,74.5,No,Yes
PRF00574,EMP02305,2026-H1,5,40.7,No,Yes
PRF00575,EMP01885,2024-H2,3,40.9,No,Yes
PRF00576,EMP01461,2026-H1,3,65.9,Yes,No
PRF00577,EMP94033,2024-H1,3,98.9,Yes,No
PRF00578,EMP01193,2026-H1,3,91.2,No,No
PRF00579,EMP00319,2024-H1,3,55.4,No,No
PRF00580,EMP01368,2024-H1,5,79.8,No,No
PRF00581,EMP00079,2025-H2,3,42.2,No,No
PRF00582,EMP00194,2025-H1,4,50.2,No,Yes
PRF00583,EMP00230,2026-H1,4,41.9,No,No
PRF00584,EMP02529,2024-H2,3,60.5,No,Yes
PRF00585,EMP02615,2025-H2,4,62.8,No,No
PRF00586,EMP01207,2024-H2,4,60.8,No,No
PRF00587,EMP02084,2025-H2,5,53.4,No,No
PRF00588,EMP01208,2026-H1,3,91.8,No,No
PRF00589,EMP00693,2024-H2,3,45.7,Yes,No
PRF00590,EMP00573,2024-H2,2,40.5,No,No
PRF00591,EMP02476,2026-H1,4,40.5,No,No
PRF00592,EMP02940,2025-H2,4,55.7,No,No
PRF00593,EMP03135,2025-H1,4,65.5,No,No
PRF00594,EMP02675,2025-H1,2,90.7,No,No
PRF00595,EMP00774,2025-H1,2,66.9,No,No
PRF00596,EMP01827,2026-H1,4,78.3,No,No
PRF00597,EMP02823,2024-H2,3,70.3,No,Yes
PRF00598,EMP02921,2026-H1,,92.4,No,Yes
PRF00599,EMP03129,2024-H2,5,81.7,Yes,Yes
PRF00600,EMP00336,2026-H1,3,62.9,No,No
PRF00601,EMP03075,2025-H1,4,70.5,No,No
PRF00602,EMP00901,2024-H2,3,53.0,No,Yes
PRF00603,EMP02872,2025-H1,2,91.7,No,Yes
PRF00604,EMP02176,2024-H1,5,41.9,No,Yes
PRF00605,EMP00275,2025-H2,4,85.3,No,No
PRF00606,EMP02532,2024-H1,5,78.1,No,No
PRF00607,EMP00708,2024-H2,4,52.4,No,No
PRF00608,EMP01239,2024-H2,2,66.3,No,No
PRF00609,EMP02114,2025-H2,4,68.5,No,No
PRF00610,EMP02609,2024-H2,4,42.2,No,Yes
PRF00611,EMP02836,2025-H2,3,91.0,Yes,No
PRF00612,EMP00037,2025-H2,4,66.1,No,Yes
PRF00613,EMP00051,2024-H2,2,67.3,No,Yes
PRF00614,EMP02363,2025-H1,4,72.0,No,No
PRF00615,EMP01639,2024-H2,5,84.3,No,No
PRF00616,EMP00045,2024-H2,4,74.2,No,Yes
PRF00617,EMP02527,2025-H2,2,90.0,No,Yes
PRF00618,EMP02233,2026-H1,3,74.3,No,Yes
PRF00619,EMP00896,2025-H2,3,87.7,No,Yes
PRF00620,EMP00632,2025-H1,3,70.6,No,No
PRF00621,EMP00523,2025-H2,3,78.2,No,Yes
PRF00622,EMP00465,2025-H1,2,63.0,No,Yes
PRF00623,EMP01394,2026-H1,4,64.9,No,No
PRF00624,EMP01308,2026-H1,3,95.8,No,Yes
PRF00625,EMP01100,2026-H1,3,44.0,No,No
PRF00626,EMP02479,2026-H1,4,43.5,No,No
PRF00627,EMP01821,2025-H2,4,74.9,No,Yes
PRF00628,EMP00180,2024-H1,2,78.5,Yes,No
PRF00629,EMP00297,2026-H1,2,99.4,No,No
PRF00630,EMP00284,2024-H1,3,43.9,No,Yes
PRF00631,EMP01599,2024-H1,5,95.0,No,No
PRF00632,EMP00603,2024-H2,5,68.8,No,No
PRF00633,EMP02846,2025-H1,,95.0,No,No
PRF00634,EMP00926,2025-H2,3,46.7,No,Yes
PRF00635,EMP98046,2024-H1,4,63.2,No,No
PRF00636,EMP02056,2024-H1,4,47.9,No,Yes
PRF00637,EMP02912,2025-H1,3,83.3,No,Yes
PRF00638,EMP02381,2026-H1,5,49.4,Yes,Yes
PRF00639,EMP00663,2026-H1,4,61.7,No,Yes
PRF00640,EMP01907,2025-H1,4,86.9,No,No
PRF00641,EMP00994,2024-H1,4,90.7,No,No
PRF00642,EMP02019,2026-H1,2,52.9,Yes,Yes
PRF00643,EMP01914,2024-H2,3,96.9,No,No
PRF00644,EMP01022,2026-H1,3,59.4,No,No
PRF00645,EMP02585,2025-H1,2,41.4,No,No
PRF00646,EMP01458,2025-H2,4,82.9,No,No
PRF00647,EMP02427,2026-H1,4,66.2,No,No
PRF00648,EMP01138,2024-H1,3,73.8,No,Yes
PRF00649,EMP02435,2025-H2,1,87.5,Yes,Yes
PRF00650,EMP01066,2026-H1,1,79.4,No,No
PRF00651,EMP03027,2025-H2,5,83.5,No,Yes
PRF00652,EMP94131,2024-H2,3,93.6,No,No
PRF00653,EMP02040,2025-H1,3,47.5,No,No
PRF00654,EMP03068,2026-H1,5,86.5,No,Yes
PRF00655,EMP00161,2025-H1,4,81.7,Yes,Yes
PRF00656,EMP01988,2024-H2,3,90.1,No,No
PRF00657,EMP00177,2025-H2,4,56.7,No,No
PRF00658,EMP02461,2024-H1,3,62.4,No,Yes
PRF00659,EMP02056,2025-H2,4,77.9,No,Yes
PRF00660,EMP01863,2024-H1,4,88.4,No,No
PRF00661,EMP01496,2024-H1,2,96.9,No,No
PRF00662,EMP02626,2025-H2,4,97.6,No,No
PRF00663,EMP01347,2024-H2,4,53.2,No,No
PRF00664,EMP02545,2024-H1,3,59.8,No,Yes
PRF00665,EMP00353,2024-H1,2,52.8,No,No
PRF00666,EMP00567,2025-H2,3,69.5,No,No
PRF00667,EMP02117,2024-H1,4,87.7,Yes,No
PRF00668,EMP02867,2024-H2,4,61.8,No,No
PRF00669,EMP00635,2026-H1,4,66.2,No,No
PRF00670,EMP01780,2025-H1,5,10.0,No,Yes
PRF00671,EMP00590,2025-H1,5,83.3,No,No
PRF00672,EMP92803,2026-H1,3,86.4,No,No
PRF00673,EMP01737,2024-H2,4,59.9,No,No
PRF00674,EMP01274,2024-H1,4,46.6,Yes,Yes
PRF00675,EMP01038,2024-H1,5,83.1,No,No
PRF00676,EMP99603,2024-H2,4,98.4,No,Yes
PRF00677,EMP01613,2026-H1,3,92.9,No,No
PRF00678,EMP00934,2024-H2,2,96.0,No,Yes
PRF00679,EMP02151,2025-H2,4,83.1,No,Yes
PRF00680,EMP01348,2024-H1,3,51.9,No,No
PRF00681,EMP02280,2026-H1,5,99.2,Yes,No
PRF00682,EMP02512,2024-H1,4,62.1,No,Yes
PRF00683,EMP01701,2026-H1,4,71.3,No,No
PRF00684,EMP00171,2024-H1,5,75.6,No,Yes
PRF00685,EMP01804,2025-H2,3,56.8,No,No
PRF00686,EMP00246,2026-H1,4,61.4,No,No
PRF00687,EMP01563,2025-H2,4,48.4,Yes,Yes
PRF00688,EMP02630,2025-H2,4,61.2,No,No
PRF00689,EMP03095,2026-H1,3,98.5,No,No
PRF00690,EMP00634,2026-H1,3,43.6,Yes,Yes
PRF00691,EMP01098,2025-H1,2,81.6,No,No
PRF00692,EMP02715,2025-H1,3,78.8,No,No
PRF00693,EMP00506,2024-H2,,44.7,Yes,No
PRF00694,EMP01267,2025-H2,5,77.0,No,Yes
PRF00695,EMP02238,2024-H2,3,71.8,No,Yes
PRF00696,EMP02054,2025-H2,4,58.8,No,No
PRF00697,EMP01694,2025-H1,5,41.5,No,No
PRF00698,EMP03047,2026-H1,3,76.0,No,Yes
PRF00699,EMP90489,2026-H1,4,94.6,No,No
PRF00700,EMP00597,2024-H1,3,77.0,No,Yes
PRF00701,EMP01586,2026-H1,5,61.0,Yes,Yes
PRF00702,EMP01808,2025-H1,3,93.4,No,Yes
PRF00703,EMP00073,2026-H1,4,86.1,No,Yes
PRF00704,EMP03105,2024-H2,3,82.8,No,No
PRF00705,EMP01159,2025-H2,2,55.3,No,Yes
PRF00706,EMP00144,2025-H2,4,54.7,No,Yes
PRF00707,EMP02795,2024-H1,4,95.8,No,No
PRF00708,EMP98806,2026-H1,4,82.0,No,Yes
PRF00709,EMP01870,2025-H2,5,89.4,Yes,Yes
PRF00710,EMP02179,2024-H1,4,87.0,No,No
PRF00711,EMP00783,2026-H1,3,54.7,No,Yes
PRF00712,EMP00970,2026-H1,4,41.3,No,No
PRF00713,EMP03184,2024-H1,3,75.4,No,Yes
PRF00714,EMP03195,2026-H1,5,85.7,No,Yes
PRF00715,EMP01043,2026-H1,4,74.9,No,No
PRF00716,EMP00539,2025-H2,3,95.3,Yes,Yes
PRF00717,EMP01201,2025-H1,5,49.4,No,Yes
PRF00718,EMP00204,2026-H1,3,86.1,No,Yes
PRF00719,EMP02862,2026-H1,3,41.7,No,Yes
PRF00720,EMP02930,2025-H1,3,83.2,No,No
PRF00721,EMP00441,2025-H1,1,51.9,Yes,Yes
PRF00722,EMP02231,2024-H1,5,42.3,No,Yes
PRF00723,EMP03055,2024-H2,2,93.1,No,No
PRF00724,EMP02758,2024-H1,4,56.6,Yes,Yes
PRF00725,EMP02033,2024-H1,5,68.2,No,No
PRF00726,EMP00157,2024-H1,4,75.7,No,No
PRF00727,EMP00730,2026-H1,4,72.9,No,Yes
PRF00728,EMP02461,2024-H1,5,50.2,No,No
PRF00729,EMP01077,2025-H2,4,83.3,No,No
PRF00730,EMP02287,2026-H1,5,67.1,No,No
PRF00731,EMP00661,2024-H2,3,74.1,No,No
PRF00732,EMP00234,2025-H2,,50.7,Yes,No
PRF00733,EMP00156,2024-H2,4,76.6,No,Yes
PRF00734,EMP02477,2024-H1,5,80.2,Yes,No
PRF00735,EMP00987,2024-H2,3,90.1,No,No
PRF00736,EMP02620,2025-H1,4,75.7,No,Yes
PRF00737,EMP02390,2024-H2,3,61.8,No,Yes
PRF00738,EMP01243,2025-H1,4,84.6,No,Yes
PRF00739,EMP02580,2025-H1,2,66.4,No,Yes
PRF00740,EMP01948,2025-H1,2,67.1,No,Yes
PRF00741,EMP01273,2024-H1,4,79.8,No,No
PRF00742,EMP01196,2024-H1,2,43.4,No,Yes
PRF00743,EMP01322,2025-H1,3,74.5,No,Yes
PRF00744,EMP01156,2025-H1,3,64.8,No,No
PRF00745,EMP00282,2024-H1,3,65.4,No,No
PRF00746,EMP00810,2025-H1,3,71.0,No,No
PRF00747,EMP02632,2026-H1,3,95.1,No,Yes
PRF00748,EMP01413,2026-H1,4,65.2,No,Yes
PRF00749,EMP02843,2025-H2,4,94.7,Yes,No
PRF00750,EMP02505,2025-H2,1,51.7,Yes,Yes
PRF00751,EMP00756,2025-H2,,77.0,No,No
PRF00752,EMP00722,2024-H1,4,49.2,Yes,Yes
PRF00753,EMP01377,2024-H1,3,43.7,No,Yes
PRF00754,EMP00191,2026-H1,5,71.1,No,Yes
PRF00755,EMP01280,2025-H1,3,54.2,Yes,Yes
PRF00756,EMP01832,2025-H2,4,43.9,No,No
PRF00757,EMP00705,2024-H2,4,67.7,No,Yes
PRF00758,EMP02688,2024-H1,3,93.6,No,Yes
PRF00759,EMP00703,2024-H1,2,40.7,No,No
PRF00760,EMP02269,2024-H1,3,69.5,No,Yes
PRF00761,EMP02660,2025-H2,3,89.9,Yes,No
PRF00762,EMP00775,2026-H1,4,41.7,Yes,Yes
PRF00763,EMP03148,2024-H1,1,50.8,Yes,No
PRF00764,EMP94789,2025-H1,4,57.0,No,Yes
PRF00765,EMP93342,2024-H1,4,62.8,No,Yes
PRF00766,EMP01234,2024-H1,4,46.4,No,No
PRF00767,EMP02637,2026-H1,4,76.4,Yes,No
PRF00768,EMP01279,2024-H2,5,94.9,Yes,Yes
PRF00769,EMP00416,2025-H1,4,75.3,No,No
PRF00770,EMP01088,2025-H2,3,84.8,Yes,Yes
PRF00771,EMP01868,2026-H1,3,73.7,No,Yes
PRF00772,EMP01967,2024-H1,1,72.9,No,Yes
PRF00773,EMP02074,2025-H1,4,99.1,Yes,Yes
PRF00774,EMP00703,2026-H1,4,95.8,Yes,No
PRF00775,EMP00226,2025-H1,4,99.8,No,Yes
PRF00776,EMP02156,2025-H2,1,90.4,No,Yes
PRF00777,EMP01671,2025-H2,3,81.3,Yes,No
PRF00778,EMP02260,2026-H1,3,79.9,No,No
PRF00779,EMP02064,2024-H2,3,65.9,Yes,Yes
PRF00780,EMP00870,2025-H1,4,83.4,No,Yes
PRF00781,EMP00389,2026-H1,5,86.1,No,Yes
PRF00782,EMP01947,2025-H1,1,97.1,Yes,Yes
PRF00783,EMP00223,2025-H1,4,72.7,No,No
PRF00784,EMP02277,2024-H1,4,61.4,No,No
PRF00785,EMP01264,2025-H2,2,65.4,Yes,Yes
PRF00786,EMP02935,2026-H1,3,93.9,No,Yes
PRF00787,EMP01187,2025-H2,4,62.9,No,Yes
PRF00788,EMP00205,2024-H1,3,69.2,No,Yes
PRF00789,EMP00194,2024-H2,5,98.6,Yes,No
PRF00790,EMP01259,2026-H1,4,71.8,No,Yes
PRF00791,EMP00209,2025-H2,3,43.8,No,No
PRF00792,EMP01915,2026-H1,4,98.4,Yes,No
PRF00793,EMP00246,2024-H1,5,70.7,No,Yes
PRF00794,EMP01751,2026-H1,4,42.9,No,No
PRF00795,EMP00821,2024-H1,5,83.0,No,No
PRF00796,EMP00947,2026-H1,4,6.4,Yes,No
PRF00797,EMP01010,2025-H1,5,92.6,No,No
PRF00798,EMP01957,2024-H1,5,61.2,No,No
PRF00799,EMP01927,2024-H2,3,86.3,No,Yes
PRF00800,EMP00555,2025-H1,4,97.3,No,Yes
PRF00801,EMP00541,2026-H1,3,45.2,No,No
PRF00802,EMP02860,2024-H2,3,85.1,No,No
PRF00803,EMP02994,2025-H2,4,53.1,No,No
PRF00804,EMP00305,2025-H2,5,40.9,Yes,Yes
PRF00805,EMP02651,2025-H2,4,97.4,No,No
PRF00806,EMP00634,2024-H1,3,57.4,Yes,No
PRF00807,EMP01814,2025-H2,2,86.5,No,Yes
PRF00808,EMP03040,2025-H2,5,98.8,No,Yes
PRF00809,EMP00771,2026-H1,3,55.7,No,No
PRF00810,EMP00071,2026-H1,4,75.6,Yes,No
PRF00811,EMP02325,2024-H1,3,50.9,No,No
PRF00812,EMP01205,2026-H1,3,52.8,No,Yes
PRF00813,EMP00375,2024-H2,4,67.2,No,No
PRF00814,EMP00074,2024-H2,4,83.7,No,Yes
PRF00815,EMP02016,2025-H1,3,52.8,No,Yes
PRF00816,EMP02975,2024-H1,3,69.2,No,Yes
PRF00817,EMP02132,2024-H2,4,57.7,No,Yes
PRF00818,EMP00939,2025-H2,2,74.5,No,No
PRF00819,EMP02453,2024-H2,2,61.5,No,No
PRF00820,EMP00226,2025-H1,4,63.9,No,Yes
PRF00821,EMP02297,2025-H1,5,89.1,Yes,Yes
PRF00822,EMP02579,2025-H2,3,72.5,No,Yes
PRF00823,EMP02648,2024-H2,4,87.1,No,No
PRF00824,EMP01179,2025-H1,5,61.5,Yes,Yes
PRF00825,EMP00091,2024-H2,5,44.7,No,No
PRF00826,EMP01273,2024-H1,2,74.1,No,Yes
PRF00827,EMP02382,2025-H2,3,62.2,No,Yes
PRF00828,EMP02118,2026-H1,4,74.0,No,No
PRF00829,EMP01598,2024-H2,3,77.2,No,Yes
PRF00830,EMP00177,2026-H1,3,85.4,No,Yes
PRF00831,EMP01274,2025-H1,4,59.8,No,No
PRF00832,EMP01056,2024-H1,3,93.1,No,No
PRF00833,EMP00974,2025-H1,,69.4,Yes,No
PRF00834,EMP01186,2025-H1,3,99.4,No,Yes
PRF00835,EMP02616,2025-H2,2,55.4,No,No
PRF00836,EMP01547,2025-H1,4,81.5,No,Yes
PRF00837,EMP02126,2025-H1,3,48.6,No,No
PRF00838,EMP02366,2026-H1,4,73.7,Yes,No
PRF00839,EMP02071,2024-H1,3,69.0,No,Yes
PRF00840,EMP93420,2024-H2,3,86.7,Yes,No
PRF00841,EMP01728,2025-H1,2,40.6,No,No
PRF00842,EMP02471,2024-H1,5,67.4,Yes,Yes
PRF00843,EMP02890,2024-H1,4,71.5,Yes,Yes
PRF00844,EMP01103,2026-H1,3,85.5,No,Yes
PRF00845,EMP03056,2025-H2,1,83.5,No,Yes
PRF00846,EMP02723,2024-H2,3,49.2,No,No
PRF00847,EMP02353,2024-H2,4,60.4,Yes,No
PRF00848,EMP01101,2025-H2,3,80.1,No,No
PRF00849,EMP01175,2024-H2,1,82.4,No,No
PRF00850,EMP02765,2026-H1,4,68.0,No,No
PRF00851,EMP96695,2025-H1,3,96.2,No,No
PRF00852,EMP00714,2025-H2,5,88.2,No,Yes
PRF00853,EMP02457,2026-H1,3,83.9,No,No
PRF00854,EMP00402,2024-H2,5,40.1,Yes,Yes
PRF00855,EMP00728,2026-H1,3,76.0,No,Yes
PRF00856,EMP01965,2025-H2,3,86.4,No,No
PRF00857,EMP02715,2024-H1,4,53.6,Yes,Yes
PRF00858,EMP02821,2025-H2,5,99.8,No,Yes
PRF00859,EMP00781,2026-H1,4,97.8,No,No
PRF00860,EMP03023,2025-H1,4,49.8,No,No
PRF00861,EMP02838,2025-H2,3,66.2,No,No
PRF00862,EMP02055,2026-H1,4,67.0,Yes,No
PRF00863,EMP01991,2026-H1,2,71.6,No,No
PRF00864,EMP02370,2024-H2,1,84.2,No,No
PRF00865,EMP00633,2024-H2,4,43.8,No,Yes
PRF00866,EMP00460,2026-H1,1,41.2,No,Yes
PRF00867,EMP98716,2025-H2,3,45.6,No,Yes
PRF00868,EMP00047,2025-H2,5,76.9,No,No
PRF00869,EMP00305,2025-H1,3,62.8,No,Yes
PRF00870,EMP01457,2024-H1,3,57.6,No,Yes
PRF00871,EMP01948,2025-H2,4,71.8,No,No
PRF00872,EMP01609,2024-H2,3,44.9,No,No
PRF00873,EMP01974,2025-H2,3,97.7,Yes,Yes
PRF00874,EMP02872,2024-H2,3,61.6,Yes,Yes
PRF00875,EMP00020,2024-H1,3,42.9,Yes,No
PRF00876,EMP02934,2025-H1,5,65.3,Yes,No
PRF00877,EMP01718,2025-H2,4,51.2,No,No
PRF00878,EMP02858,2024-H1,3,81.2,No,No
PRF00879,EMP02032,2024-H2,4,97.2,No,Yes
PRF00880,EMP00801,2024-H2,,86.5,No,Yes
PRF00881,EMP01569,2025-H1,3,75.8,No,No
PRF00882,EMP00009,2025-H1,4,53.7,No,Yes
PRF00883,EMP02067,2024-H1,2,44.8,No,Yes
PRF00884,EMP01450,2024-H1,3,72.9,No,No
PRF00885,EMP01010,2025-H1,3,52.5,No,Yes
PRF00886,EMP02131,2024-H2,3,69.2,No,Yes
PRF00887,EMP00452,2024-H1,2,65.9,No,Yes
PRF00888,EMP02973,2025-H1,4,68.4,No,No
PRF00889,EMP02354,2024-H2,3,78.2,No,Yes
PRF00890,EMP02454,2025-H2,2,84.7,No,Yes
PRF00891,EMP03161,2025-H2,5,57.4,No,Yes
PRF00892,EMP01489,2025-H1,4,67.8,No,No
PRF00893,EMP00805,2024-H2,4,55.2,Yes,Yes
PRF00894,EMP00847,2026-H1,4,40.2,No,No
PRF00895,EMP03010,2025-H1,,55.6,Yes,No
PRF00896,EMP03159,2024-H2,3,47.3,No,No
PRF00897,EMP02380,2025-H2,5,83.5,No,No
PRF00898,EMP00290,2024-H1,4,91.0,No,No
PRF00899,EMP02364,2025-H1,3,57.9,No,No
PRF00900,EMP95511,2026-H1,5,98.9,No,Yes
PRF00901,EMP02331,2026-H1,3,53.3,No,Yes
PRF00902,EMP02176,2024-H2,4,52.8,Yes,Yes
PRF00903,EMP02703,2026-H1,4,64.5,No,Yes
PRF00904,EMP00660,2024-H2,4,60.7,No,Yes
PRF00905,EMP00490,2025-H2,5,41.6,No,No
PRF00906,EMP02996,2024-H1,5,92.5,No,No
PRF00907,EMP00536,2024-H2,,65.0,Yes,No
PRF00908,EMP02885,2024-H2,4,95.2,No,No
PRF00909,EMP01611,2026-H1,3,82.1,Yes,Yes
PRF00910,EMP03173,2024-H2,3,46.3,No,Yes
PRF00911,EMP01434,2026-H1,3,56.3,No,No
PRF00912,EMP01854,2025-H2,5,87.9,No,No
PRF00913,EMP03191,2024-H2,,45.9,No,No
PRF00914,EMP02541,2026-H1,3,89.1,Yes,No
PRF00915,EMP02919,2024-H1,4,94.9,No,No
PRF00916,EMP00264,2024-H2,4,88.0,Yes,Yes
PRF00917,EMP01429,2024-H2,3,90.9,No,Yes
PRF00918,EMP01505,2025-H1,1,50.4,Yes,No
PRF00919,EMP01542,2025-H1,4,96.4,No,No
PRF00920,EMP00938,2024-H1,3,70.6,No,No
PRF00921,EMP02312,2024-H2,1,92.0,Yes,Yes
PRF00922,EMP95858,2024-H2,3,90.2,No,Yes
PRF00923,EMP02271,2026-H1,,97.8,Yes,No
PRF00924,EMP02710,2024-H1,4,73.5,Yes,No
PRF00925,EMP01898,2024-H2,5,41.4,No,No
PRF00926,EMP01290,2026-H1,4,47.4,Yes,No
PRF00927,EMP02147,2024-H1,4,90.7,No,Yes
PRF00928,EMP00767,2024-H1,2,45.7,No,Yes
PRF00929,EMP01180,2026-H1,2,95.7,Yes,Yes
PRF00930,EMP01314,2026-H1,5,62.9,No,No
PRF00931,EMP01362,2026-H1,4,55.6,No,Yes
PRF00932,EMP00534,2024-H2,3,86.0,No,No
PRF00933,EMP01323,2026-H1,4,60.2,No,Yes
PRF00934,EMP00635,2026-H1,3,99.3,No,No
PRF00935,EMP00206,2026-H1,3,53.3,Yes,No
PRF00936,EMP00613,2024-H1,3,99.6,Yes,No
PRF00937,EMP01923,2024-H2,1,59.1,No,Yes
PRF00938,EMP01391,2025-H1,5,43.8,No,No
PRF00939,EMP01960,2026-H1,5,93.2,No,No
PRF00940,EMP01392,2025-H2,4,82.6,No,Yes
PRF00941,EMP02833,2025-H2,4,85.2,No,Yes
PRF00942,EMP00846,2024-H2,3,68.5,No,No
PRF00943,EMP03074,2025-H1,4,98.9,No,Yes
PRF00944,EMP03053,2024-H2,4,49.7,Yes,No
PRF00945,EMP01693,2025-H2,3,73.7,Yes,No
PRF00946,EMP01842,2024-H1,3,83.9,No,No
PRF00947,EMP02468,2024-H1,3,72.5,No,No
PRF00948,EMP01214,2026-H1,3,53.5,No,No
PRF00949,EMP01682,2025-H2,3,66.1,No,No
